as_of,ticker,setup_name,direction,strength,spot_at_setup,ret_1d,ret_5d,correct_1d,correct_5d,vix_at_setup,vix_regime,weekly_trend,weekly_ribbon_agreement,pct_change_1w,pct_change_4w,composite_score,grade,cat_technical,cat_vol_vix,cat_catalyst,cat_macro_breadth,cat_liquidity
2026-02-17,DIA,pullback_in_trend,bullish,0.9892,495.85,0.002319,-0.008188,True,False,20.29,neutral,up,True,-0.010714,0.004925,69.38,B,7.078,7.795,8.667,4.75,6.036
2026-02-17,XLE,pullback_in_trend,bullish,0.9167,53.75,0.019163,0.025116,True,True,20.29,neutral,up,True,0.002051,0.127071,70.68,B,7.747,7.795,8.667,4.5,6.036
2026-02-17,XLV,pullback_in_trend,bullish,0.9768,157.37,0.001906,0.003177,True,True,20.29,neutral,up,True,0.006717,0.010466,69.41,B,7.09,7.795,8.667,4.75,6.036
2026-02-17,XLB,pullback_in_trend,bullish,0.9234,52.7,0.006072,0.012524,True,True,20.29,neutral,up,True,0.009966,0.08258,71.47,B,7.464,7.795,8.667,5.5,6.036
2026-02-17,UNH,pullback_in_trend,bearish,0.969,289.09,-0.003079,-0.052371,True,True,20.29,neutral,up,True,0.048567,-0.126669,67.53,B,6.338,7.795,8.667,4.75,6.036
2026-02-18,IWM,pullback_in_trend,bullish,0.9867,263.99,0.002311,0.002235,True,True,19.62,neutral,up,True,-0.008153,0.00537,71.73,B+,7.076,7.839,8.667,6.25,6.036
2026-02-18,DIA,pullback_in_trend,bullish,0.9827,497.0,-0.005272,-0.004386,False,False,19.62,neutral,up,True,-0.009763,0.024996,72.04,B+,7.199,7.839,8.667,6.25,6.036
2026-02-18,XLV,pullback_in_trend,bullish,0.9727,157.67,-0.0026,0.001015,False,True,19.62,neutral,up,True,0.015065,0.014607,72.94,B+,7.109,7.839,8.667,7.0,6.036
2026-02-18,XLP,pullback_in_trend,bullish,0.9246,88.04,-0.004203,0.011018,False,True,19.62,neutral,up,True,0.010212,0.068966,72.86,B+,7.376,7.839,8.667,6.5,6.036
2026-02-18,NVDA,pullback_in_trend,bullish,0.9839,187.98,-0.000426,0.040323,False,True,19.62,neutral,down,True,-0.00297,0.055652,71.43,B,7.405,7.839,8.667,5.5,6.036
2026-02-18,TSLA,compression_breakout,bearish,0.8492,411.32,0.000948,0.014782,False,False,19.62,neutral,down,False,-0.032666,-0.018915,68.64,B,7.039,7.839,8.667,4.25,6.036
2026-02-18,V,compression_breakout,bearish,0.8175,320.3,-0.004277,-0.022822,True,True,19.62,neutral,flat,True,-0.023982,-0.016942,71.77,B,7.989,7.839,8.667,4.75,6.036
2026-02-18,V,pullback_in_trend,bearish,0.9596,320.3,-0.004277,-0.022822,True,True,19.62,neutral,flat,True,-0.023982,-0.016942,68.98,B,6.873,7.839,8.667,4.75,6.036
2026-02-18,COST,pullback_in_trend,bullish,0.9621,996.08,-0.008293,-0.001325,False,False,19.62,neutral,up,True,0.025586,0.032999,72.45,B+,7.211,7.839,8.667,6.5,6.036
2026-02-18,UNH,pullback_in_trend,bearish,0.967,288.2,0.006003,-0.013879,False,True,19.62,neutral,flat,True,0.054828,-0.148421,65.0,B,6.334,7.839,8.667,3.0,6.036
2026-02-19,IWM,pullback_in_trend,bullish,0.9831,264.6,3.8e-05,0.005253,True,True,20.23,neutral,up,True,-0.001321,-0.011912,69.14,B,6.953,7.825,8.667,4.75,6.036
2026-02-19,DIA,pullback_in_trend,bullish,0.999,494.38,0.003439,0.000971,True,True,20.23,neutral,up,True,-0.013863,0.007294,69.54,B,7.113,7.825,8.667,4.75,6.036
2026-02-19,XLF,pullback_in_trend,bearish,0.949,52.15,0.00652,0.006711,False,False,20.23,neutral,down,False,-0.011187,-0.024504,66.64,B,5.801,7.825,8.667,5.0,6.036
2026-02-19,XLE,compression_breakout,bullish,0.9921,55.18,-0.005437,-0.002356,False,False,20.23,neutral,up,True,0.003638,0.131897,75.46,B,9.33,7.825,8.667,5.0,6.036
2026-02-19,XLV,pullback_in_trend,bullish,0.9826,157.26,-0.002798,0.001017,False,True,20.23,neutral,up,True,0.006464,-0.006319,69.98,B,6.99,7.825,8.667,5.25,6.036
2026-02-19,XLP,pullback_in_trend,bullish,0.9428,87.67,0.002509,0.013574,True,True,20.23,neutral,up,True,-0.008258,0.06344,70.2,B,7.375,7.825,8.667,4.75,6.036
2026-02-19,XLB,pullback_in_trend,bullish,0.9299,52.83,0.002461,0.003218,True,True,20.23,neutral,up,True,-0.014733,0.072908,68.79,B,7.413,7.825,8.667,3.75,6.036
2026-02-19,XLRE,pullback_in_trend,bullish,0.9326,43.2,0.008333,0.009954,True,True,20.23,neutral,up,True,0.009346,0.039711,71.25,B,7.197,7.825,8.667,5.75,6.036
2026-02-19,NVDA,pullback_in_trend,bullish,0.9852,187.9,0.010218,-0.016019,True,False,20.23,neutral,down,True,-0.011313,0.024984,67.89,B,7.204,7.825,8.667,3.5,6.036
2026-02-19,TSLA,compression_breakout,bearish,0.8492,411.71,0.000267,-0.007602,False,True,20.23,neutral,down,False,-0.038667,-0.045731,69.66,B,6.86,7.825,8.667,5.25,6.036
2026-02-19,V,compression_breakout,bearish,0.9127,318.93,0.006334,-0.006992,False,True,20.23,neutral,down,True,-0.031315,-0.019522,72.54,B,8.162,7.825,8.667,5.0,6.036
2026-02-19,COST,pullback_in_trend,bullish,0.9807,987.82,-0.002581,-0.001093,False,False,20.23,neutral,up,True,0.009896,0.005047,69.41,B,7.062,7.825,8.667,4.75,6.036
2026-02-19,UNH,pullback_in_trend,bearish,0.9757,289.93,0.000241,-0.011279,False,True,20.23,neutral,up,True,0.039511,-0.166269,66.89,B,6.351,7.825,8.667,4.25,6.036
2026-02-20,IWM,compression_breakout,bullish,0.8651,264.61,-0.01557,-0.012093,False,False,19.09,neutral,up,True,0.019534,-0.0192,74.31,B+,8.069,7.875,8.667,6.25,6.036
2026-02-20,DIA,pullback_in_trend,bullish,0.9898,496.08,-0.016267,-0.012941,False,False,19.09,neutral,up,True,0.00285,0.004841,71.83,B+,7.079,7.875,8.667,6.25,6.036
2026-02-20,XLE,compression_breakout,bullish,0.9762,54.88,0.00492,0.01895,True,True,19.09,neutral,up,True,0.016673,0.122061,77.97,B+,9.233,7.875,8.667,6.75,6.036
2026-02-20,XLV,compression_breakout,bullish,0.8175,156.82,0.010968,0.021553,True,True,19.09,neutral,up,True,0.005256,-0.009287,73.11,B,8.04,7.875,8.667,5.5,6.036
2026-02-20,XLV,pullback_in_trend,bullish,0.9924,156.82,0.010968,0.021553,True,True,19.09,neutral,up,True,0.005256,-0.009287,70.48,B,6.99,7.875,8.667,5.5,6.036
2026-02-20,XLP,pullback_in_trend,bullish,0.9396,87.89,0.012288,0.024121,True,True,19.09,neutral,up,True,-0.014797,0.068312,70.76,B,7.401,7.875,8.667,5.0,6.036
2026-02-20,XLY,failed_breakdown_reversal,bullish,1.0,117.45,-0.020945,-0.005023,False,False,19.09,neutral,down,False,0.011367,-0.042163,68.85,B,6.186,7.875,8.667,5.75,6.036
2026-02-20,XLB,pullback_in_trend,bullish,0.9309,52.96,0.0,0.008497,False,True,19.09,neutral,up,True,0.002461,0.069467,71.11,B,7.392,7.875,8.667,5.25,6.036
2026-02-20,XLRE,pullback_in_trend,bullish,0.9135,43.56,0.001148,0.006428,True,True,19.09,neutral,up,True,0.016095,0.058824,72.72,B+,7.286,7.875,8.667,6.5,6.036
2026-02-20,AMZN,pullback_in_trend,bearish,0.9567,210.11,-0.023036,-0.000524,True,True,19.09,neutral,down,True,0.052655,-0.103397,66.92,B,6.313,7.875,8.667,4.25,6.036
2026-02-20,META,pullback_in_trend,bearish,0.9936,655.66,-0.028079,-0.011408,True,True,19.09,neutral,down,True,0.009003,0.012399,67.1,B,7.137,7.875,8.667,3.0,6.036
2026-02-20,NVDA,pullback_in_trend,bullish,0.974,189.82,0.009114,-0.066537,True,False,19.09,neutral,down,True,0.015406,0.026942,71.75,B+,7.194,7.875,8.667,6.0,6.036
2026-02-20,TSLA,compression_breakout,bearish,0.8889,411.82,-0.029115,-0.022607,True,True,19.09,neutral,down,False,-0.012588,-0.083541,67.85,B,6.688,7.875,8.667,4.25,6.036
2026-02-20,V,compression_breakout,bearish,0.9365,320.95,-0.04496,-0.002524,True,True,19.09,neutral,flat,True,-0.009964,-0.016577,70.96,B,8.229,7.875,8.667,3.75,6.036
2026-02-20,V,pullback_in_trend,bearish,0.969,320.95,-0.04496,-0.002524,True,True,19.09,neutral,flat,True,-0.009964,-0.016577,67.62,B,6.894,7.875,8.667,3.75,6.036
2026-02-20,COST,pullback_in_trend,bullish,0.9866,985.27,0.000761,0.025901,True,True,19.09,neutral,up,True,-0.013605,0.009322,70.01,B,7.102,7.875,8.667,5.0,6.036
2026-02-20,UNH,pullback_in_trend,bearish,0.9775,290.0,-0.026414,0.011276,True,False,19.09,neutral,up,True,0.019798,-0.181877,67.4,B,6.355,7.875,8.667,4.5,6.036
2026-02-23,XLE,compression_breakout,bullish,0.9683,55.15,-0.000907,0.03427,False,True,21.01,neutral,up,True,0.014719,0.121163,76.64,B+,9.211,7.818,8.667,6.0,6.036
2026-02-23,XLI,pullback_in_trend,bullish,0.9412,174.83,0.012298,0.02328,True,True,21.01,neutral,up,True,0.003789,0.064608,70.57,B,7.38,7.818,8.667,5.0,6.036
2026-02-23,XLP,pullback_in_trend,bullish,0.9129,88.97,0.008655,-0.002922,True,False,21.01,neutral,up,True,-0.006033,0.073091,69.82,B,7.38,7.818,8.667,4.5,6.036
2026-02-23,XLB,pullback_in_trend,bullish,0.9363,52.96,0.007553,0.005476,True,True,21.01,neutral,up,True,-0.006565,0.059836,69.34,B,7.338,7.818,8.667,4.25,6.036
2026-02-23,META,pullback_in_trend,bearish,0.9601,637.25,0.003217,0.025594,False,False,21.01,neutral,down,True,-0.003939,-0.032652,67.16,B,6.769,7.818,8.667,3.75,6.036
2026-02-23,NVDA,stage_2_breakout,bullish,0.4946,191.55,0.006787,-0.047351,True,False,21.01,neutral,up,True,0.047809,0.020675,68.6,B,7.194,7.818,8.667,4.0,6.036
2026-02-23,COST,pullback_in_trend,bullish,0.986,986.02,0.012586,0.016987,True,True,21.01,neutral,down,True,-0.031871,0.002817,69.01,B,7.057,7.818,8.667,4.5,6.036
2026-02-23,UNH,pullback_in_trend,bearish,0.9478,282.34,-0.029716,0.044592,True,False,21.01,neutral,up,True,-0.037007,-0.207489,66.36,B,6.296,7.818,8.667,4.0,6.036
2026-02-24,XLE,compression_breakout,bullish,0.9524,55.1,-0.004174,0.025771,False,True,19.55,neutral,up,True,0.025116,0.119464,78.93,B+,9.168,7.875,8.667,7.5,6.036
2026-02-24,XLE,pullback_in_trend,bullish,0.9116,55.1,-0.004174,0.025771,False,True,19.55,neutral,up,True,0.025116,0.119464,75.23,B+,7.686,7.875,8.667,7.5,6.036
2026-02-24,XLV,pullback_in_trend,bullish,0.9755,157.87,-0.000253,-0.007158,False,False,19.55,neutral,flat,True,0.003177,-0.001455,70.53,B,7.008,7.875,8.667,5.5,6.036
2026-02-24,XLI,pullback_in_trend,bullish,0.9142,176.98,-0.007797,-0.008702,False,False,19.55,neutral,up,True,0.010852,0.076652,72.65,B+,7.406,7.875,8.667,6.25,6.036
2026-02-24,XLB,pullback_in_trend,bullish,0.9232,53.36,-0.005622,-0.026612,False,False,19.55,neutral,up,True,0.012524,0.06656,72.9,B+,7.357,7.875,8.667,6.5,6.036
2026-02-24,AAPL,pullback_in_trend,bullish,0.959,272.14,0.00768,-0.03083,True,False,19.55,neutral,down,True,0.031302,0.065503,71.94,B,7.421,7.875,8.667,5.75,6.036
2026-02-24,AMZN,pullback_in_trend,bearish,0.9582,208.56,0.009973,0.000815,False,False,19.55,neutral,down,True,0.036838,-0.125241,66.55,B,6.316,7.875,8.667,4.0,6.036
2026-02-24,NVDA,pullback_in_trend,bullish,0.9597,192.85,0.014052,-0.066373,True,False,19.55,neutral,up,True,0.042602,0.034215,71.42,B,7.214,7.875,8.667,5.75,6.036
2026-02-24,NVDA,stage_2_breakout,bullish,0.5765,192.85,0.014052,-0.066373,True,False,19.55,neutral,up,True,0.042602,0.034215,72.0,B,7.448,7.875,8.667,5.75,6.036
2026-02-24,COST,pullback_in_trend,bullish,0.9626,998.43,-0.003676,0.009355,False,True,19.55,neutral,flat,True,-0.013458,0.021234,73.09,B+,7.133,7.875,8.667,7.0,6.036
2026-02-25,SPY,stage_2_breakout,bullish,0.4393,693.15,-0.005554,-0.01157,False,False,17.93,neutral,flat,False,0.009996,-0.003364,68.94,B,5.923,7.875,8.667,6.25,6.036
2026-02-25,QQQ,stage_2_breakout,bullish,0.1713,616.68,-0.012065,-0.009616,False,False,17.93,neutral,up,False,0.017977,-0.022895,67.28,B,5.257,7.875,8.667,6.25,6.036
2026-02-25,IWM,compression_breakout,bullish,0.9603,264.58,0.005329,-0.010658,True,False,17.93,neutral,flat,True,0.002235,-0.000567,75.09,B+,8.383,7.875,8.667,6.25,6.036
2026-02-25,IWM,pullback_in_trend,bullish,0.9848,264.58,0.005329,-0.010658,True,False,17.93,neutral,flat,True,0.002235,-0.000567,71.72,B+,7.032,7.875,8.667,6.25,6.036
2026-02-25,DIA,stage_2_breakout,bullish,0.4027,494.82,8.1e-05,-0.014308,True,False,17.93,neutral,down,False,-0.004386,0.009713,68.98,B,5.937,7.875,8.667,6.25,6.036
2026-02-25,XLF,pullback_in_trend,bearish,0.9646,51.87,0.012146,-0.007133,False,True,17.93,neutral,down,False,-0.013691,-0.021321,66.89,B,5.854,7.875,8.667,5.0,6.036
2026-02-25,XLE,compression_breakout,bullish,0.9048,54.87,0.00328,0.024057,True,True,17.93,neutral,up,True,0.001643,0.104691,76.2,B+,8.974,7.875,8.667,6.0,6.036
2026-02-25,XLE,pullback_in_trend,bullish,0.9286,54.87,0.00328,0.024057,True,True,17.93,neutral,up,True,0.001643,0.104691,72.81,B+,7.622,7.875,8.667,6.0,6.036
2026-02-25,XLK,stage_2_breakout,bullish,0.0431,143.01,-0.013985,-0.022166,False,False,17.93,neutral,up,False,0.014903,-0.034043,67.57,B,4.926,7.875,8.667,7.0,6.036
2026-02-25,XLV,pullback_in_trend,bullish,0.9783,157.83,-0.002598,-0.004942,False,False,17.93,neutral,flat,True,0.001015,0.01531,71.2,B,7.125,7.875,8.667,5.75,6.036
2026-02-25,XLI,pullback_in_trend,bullish,0.9444,175.6,0.006264,0.002107,True,True,17.93,neutral,up,True,0.003199,0.063856,72.96,B+,7.381,7.875,8.667,6.5,6.036
2026-02-25,XLP,pullback_in_trend,bullish,0.9287,89.01,-0.001685,-0.020784,False,False,17.93,neutral,up,True,0.011018,0.070346,73.37,B+,7.393,7.875,8.667,6.75,6.036
2026-02-25,XLY,compression_breakout,bearish,0.9524,117.09,-0.000342,-0.005978,True,True,17.93,neutral,down,False,0.000598,-0.045644,69.55,B,7.067,7.875,8.667,4.75,6.036
2026-02-25,XLB,pullback_in_trend,bullish,0.9441,53.06,-0.001131,-0.021485,False,False,17.93,neutral,up,True,0.000754,0.061625,71.42,B,7.366,7.875,8.667,5.5,6.036
2026-02-25,XLRE,pullback_in_trend,bullish,0.9414,43.44,0.004374,0.007366,True,True,17.93,neutral,up,True,0.002076,0.053091,72.39,B+,7.303,7.875,8.667,6.25,6.036
2026-02-25,MSFT,pullback_in_trend,bearish,0.9551,400.6,0.002796,0.011483,False,False,17.93,neutral,flat,True,0.002503,-0.166424,65.04,B,6.31,7.875,8.667,3.0,6.036
2026-02-25,AMZN,pullback_in_trend,bearish,0.9726,210.64,-0.012913,0.029339,True,False,17.93,neutral,flat,True,0.028566,-0.13912,67.75,B,6.345,7.875,8.667,4.75,6.036
2026-02-25,META,pullback_in_trend,bearish,0.997,653.69,0.005079,0.021478,False,False,17.93,neutral,down,True,0.016278,-0.028649,66.06,B,6.87,7.875,8.667,2.75,6.036
2026-02-25,COST,compression_breakout,bullish,0.9127,994.76,-0.008062,0.012043,False,True,17.93,neutral,down,True,-0.001325,0.02523,76.04,B+,8.46,7.875,8.667,6.75,6.036
2026-02-25,COST,pullback_in_trend,bullish,0.9724,994.76,-0.008062,0.012043,False,True,17.93,neutral,down,True,-0.001325,0.02523,72.83,B+,7.18,7.875,8.667,6.75,6.036
2026-02-25,UNH,pullback_in_trend,bearish,0.9685,284.2,0.008656,0.027305,False,False,17.93,neutral,up,True,-0.013879,0.005306,68.73,B,7.039,7.875,8.667,4.25,6.036
2026-02-26,SPY,stage_2_breakout,bullish,0.1879,689.3,-0.004802,-0.011591,False,False,18.63,neutral,flat,False,0.007042,-0.0088,67.59,B,5.384,7.875,8.667,6.25,6.036
2026-02-26,IWM,compression_breakout,bullish,0.9603,265.99,-0.017219,-0.0347,False,False,18.63,neutral,flat,True,0.005253,0.010216,75.27,B+,8.455,7.875,8.667,6.25,6.036
2026-02-26,IWM,pullback_in_trend,bullish,0.9751,265.99,-0.017219,-0.0347,False,False,18.63,neutral,flat,True,0.005253,0.010216,71.85,B+,7.085,7.875,8.667,6.25,6.036
2026-02-26,DIA,stage_2_breakout,bullish,0.3893,494.86,-0.010508,-0.030352,False,False,18.63,neutral,down,False,0.000971,0.00965,68.91,B,5.91,7.875,8.667,6.25,6.036
2026-02-26,XLE,compression_breakout,bullish,0.8333,55.05,0.015804,0.025976,True,True,18.63,neutral,up,True,-0.002356,0.0999,74.26,B,8.799,7.875,8.667,5.0,6.036
